Country,Year,Bronze,Silver,Gold,Points
GBR,1956,22,16,8,110
GBR,1960,15,11,2,58
GBR,1964,5,19,4,82
GBR,1968,5,5,9,65
GBR,1972,12,9,8,79
GBR,1976,11,15,6,86
GBR,1980,24,18,5,103
GBR,1984,42,20,9,147
GBR,1988,15,17,22,176
GBR,1992,39,3,8,88
GBR,1996,9,15,2,64
GBR,2000,12,20,22,182
GBR,2004,15,25,17,175
GBR,2008,25,25,31,255
GBR,2012,48,30,48,378
GBR,2016,26,55,64,511
GBS,1996,0,0,0,0
GBS,2000,0,0,0,0
GBS,2004,0,0,0,0
GBS,2008,0,0,0,0
GBS,2012,0,0,0,0
GBS,2016,0,0,0,0
GDR,1968,19,20,13,144
GDR,1972,57,64,30,399
GDR,1976,42,51,102,705
GDR,1980,61,88,115,900
GDR,1988,48,54,79,605
GEO,1996,2,0,0,2
GEO,2000,6,0,0,6
GEO,2004,0,2,2,16
GEO,2008,3,0,3,18
GEO,2012,3,3,1,17
GEO,2016,4,1,2,17
GEQ,1984,0,0,0,0
GEQ,1988,0,0,0,0
GEQ,1992,0,0,0,0
GEQ,1996,0,0,0,0
GEQ,2000,0,0,0,0
GEQ,2004,0,0,0,0
GEQ,2008,0,0,0,0
GEQ,2012,0,0,0,0
GEQ,2016,0,0,0,0
GER,1896,2,5,25,142
GER,1900,11,20,14,141
GER,1904,7,5,4,42
GER,1906,6,10,14,106
GER,1908,6,11,4,59
GER,1912,23,19,11,135
GER,1928,41,15,21,191
GER,1932,7,26,10,135
GER,1936,61,70,93,736
GER,1952,26,14,0,68
GER,1956,23,20,9,128
GER,1960,22,33,34,291
GER,1964,50,44,22,292
GER,1992,60,57,81,636
GER,1996,47,35,42,362
GER,2000,64,23,31,288
GER,2004,63,45,41,403
GER,2008,41,16,42,299
GER,2012,22,27,45,328
GER,2016,67,43,49,441
GHA,1952,0,0,0,0
GHA,1960,0,1,0,3
GHA,1964,1,0,0,1
GHA,1968,0,0,0,0
GHA,1972,1,0,0,1
GHA,1984,0,0,0,0
GHA,1988,0,0,0,0
GHA,1992,20,0,0,20
GHA,1996,0,0,0,0
GHA,2000,0,0,0,0
GHA,2004,0,0,0,0
GHA,2008,0,0,0,0
GHA,2012,0,0,0,0
GHA,2016,0,0,0,0
GRE,1896,20,18,10,124
GRE,1900,0,0,0,0
GRE,1904,1,0,1,6
GRE,1906,30,48,24,294
GRE,1908,1,3,0,10
GRE,1912,1,0,1,6
GRE,1920,0,5,0,15
GRE,1924,0,0,1,5
GRE,1928,0,0,0,0
GRE,1932,0,0,0,0
GRE,1936,0,0,0,0
GRE,1948,0,0,0,0
GRE,1952,0,0,0,0
GRE,1956,1,0,0,1
GRE,1960,0,0,3,15
GRE,1964,0,0,0,0
GRE,1968,1,0,0,1
GRE,1972,0,2,0,6
GRE,1976,0,0,0,0
GRE,1980,4,0,1,9
GRE,1984,1,1,0,4
GRE,1988,1,0,0,1
GRE,1992,0,0,2,10
GRE,1996,0,4,4,32
GRE,2000,8,6,4,46
GRE,2004,5,18,8,99
GRE,2008,4,3,0,13
GRE,2012,3,0,0,3
GRE,2016,3,1,3,21
GRN,1984,0,0,0,0
GRN,1988,0,0,0,0
GRN,1992,0,0,0,0
GRN,1996,0,0,0,0
GRN,2000,0,0,0,0
GRN,2004,0,0,0,0
GRN,2008,0,0,0,0
GRN,2012,0,0,1,5
GRN,2016,0,1,0,3
GUA,1932,0,0,0,0
GUA,1952,0,0,0,0
GUA,1968,0,0,0,0
GUA,1972,0,0,0,0
GUA,1976,0,0,0,0
GUA,1980,0,0,0,0
GUA,1984,0,0,0,0
GUA,1988,0,0,0,0
GUA,1992,0,0,0,0
GUA,1996,0,0,0,0
GUA,2000,0,0,0,0
GUA,2004,0,0,0,0
GUA,2008,0,0,0,0
GUA,2012,0,1,0,3
GUA,2016,0,0,0,0
GUI,1968,0,0,0,0
GUI,1980,0,0,0,0
GUI,1984,0,0,0,0
GUI,1988,0,0,0,0
GUI,1992,0,0,0,0
GUI,1996,0,0,0,0
GUI,2000,0,0,0,0
GUI,2004,0,0,0,0
GUI,2008,0,0,0,0
GUI,2012,0,0,0,0
GUI,2016,0,0,0,0
GUM,1988,0,0,0,0
GUM,1992,0,0,0,0
GUM,1996,0,0,0,0
GUM,2000,0,0,0,0
GUM,2004,0,0,0,0
GUM,2008,0,0,0,0
GUM,2012,0,0,0,0
GUM,2016,0,0,0,0
GUY,1948,0,0,0,0
GUY,1952,0,0,0,0
GUY,1956,0,0,0,0
GUY,1960,0,0,0,0
GUY,1964,0,0,0,0
GUY,1968,0,0,0,0
GUY,1972,0,0,0,0
GUY,1980,1,0,0,1
GUY,1984,0,0,0,0
GUY,1988,0,0,0,0
GUY,1992,0,0,0,0
GUY,1996,0,0,0,0
GUY,2000,0,0,0,0
GUY,2004,0,0,0,0
GUY,2008,0,0,0,0
GUY,2012,0,0,0,0
GUY,2016,0,0,0,0
HAI,1900,0,0,1,5
HAI,1924,5,0,0,5
HAI,1928,0,1,0,3
HAI,1932,0,0,0,0
HAI,1960,0,0,0,0
HAI,1972,0,0,0,0
HAI,1976,0,0,0,0
HAI,1984,0,0,0,0
HAI,1988,0,0,0,0
HAI,1992,0,0,0,0
HAI,1996,0,0,0,0
HAI,2000,0,0,0,0
HAI,2004,0,0,0,0
HAI,2008,0,0,0,0
HAI,2012,0,0,0,0
HAI,2016,0,0,0,0
HKG,1952,0,0,0,0
HKG,1956,0,0,0,0
HKG,1960,0,0,0,0
HKG,1964,0,0,0,0
HKG,1968,0,0,0,0
HKG,1972,0,0,0,0
HKG,1976,0,0,0,0
HKG,1984,0,0,0,0
HKG,1988,0,0,0,0
HKG,1992,0,0,0,0
HKG,1996,0,0,1,5
HKG,2000,0,0,0,0
HKG,2004,0,2,0,6
HKG,2008,0,0,0,0
HKG,2012,1,0,0,1
HKG,2016,0,0,0,0
HON,1968,0,0,0,0
HON,1976,0,0,0,0
HON,1984,0,0,0,0
HON,1988,0,0,0,0
HON,1992,0,0,0,0
HON,1996,0,0,0,0
HON,2000,0,0,0,0
HON,2004,0,0,0,0
HON,2008,0,0,0,0
HON,2012,0,0,0,0
HON,2016,0,0,0,0
HUN,1896,3,1,2,16
HUN,1900,2,2,1,13
HUN,1904,1,1,2,14
HUN,1906,3,5,5,43
HUN,1908,6,7,7,62
HUN,1912,3,17,10,104
HUN,1924,8,12,2,54
HUN,1928,0,11,10,83
HUN,1932,8,5,20,123
HUN,1936,15,1,25,143
HUN,1948,22,25,15,172
HUN,1952,32,17,53,348
HUN,1956,14,20,30,224
HUN,1960,37,16,13,150
HUN,1964,7,7,42,238
HUN,1968,29,20,32,249
HUN,1972,25,46,10,213
HUN,1976,35,6,14,123
HUN,1980,40,13,8,119
HUN,1988,15,9,20,142
HUN,1992,8,23,14,147
HUN,1996,26,9,8,93
HUN,2000,4,24,25,201
HUN,2004,4,12,24,160
HUN,2008,3,8,16,107
HUN,2012,6,8,12,90
HUN,2016,7,3,12,76
INA,1952,0,0,0,0
INA,1956,0,0,0,0
INA,1960,0,0,0,0
INA,1968,0,0,0,0
INA,1972,0,0,0,0
INA,1976,0,0,0,0
INA,1984,0,0,0,0
INA,1988,0,3,0,9
INA,1992,1,3,2,20
INA,1996,3,1,2,16
INA,2000,2,4,2,24
INA,2004,3,1,1,11
INA,2008,3,2,2,19
INA,2012,1,1,0,4
INA,2016,0,2,2,16
IND,1900,0,2,0,6
IND,1920,0,0,0,0
IND,1924,0,0,0,0
IND,1928,0,0,14,70
IND,1932,0,0,15,75
IND,1936,0,0,19,95
IND,1948,0,0,20,100
IND,1952,1,0,14,71
IND,1956,0,0,17,85
IND,1960,0,13,0,39
IND,1964,0,0,15,75
IND,1968,16,0,0,16
IND,1972,14,0,0,14
IND,1976,0,0,0,0
IND,1980,0,0,16,80
IND,1984,0,0,0,0
IND,1988,0,0,0,0
IND,1992,0,0,0,0
IND,1996,1,0,0,1
IND,2000,1,0,0,1
IND,2004,0,1,0,3
IND,2008,2,0,1,7
IND,2012,4,2,0,10
IND,2016,1,1,0,4
IOA,1992,2,1,0,5
IOA,2000,0,0,0,0
IOA,2012,0,0,0,0
IOA,2016,1,0,1,6
IRI,1900,0,0,0,0
IRI,1948,1,0,0,1
IRI,1952,4,3,0,13
IRI,1956,1,2,2,17
IRI,1960,3,1,0,6
IRI,1964,2,0,0,2
IRI,1968,2,1,2,15
IRI,1972,1,2,0,7
IRI,1976,1,1,0,4
IRI,1988,0,1,0,3
IRI,1992,2,1,0,5
IRI,1996,1,1,1,9
IRI,2000,1,0,3,16
IRI,2004,2,2,2,18
IRI,2008,1,0,1,6
IRI,2012,3,5,4,38
IRI,2016,4,1,3,22
IRL,1924,1,1,0,4
IRL,1928,0,0,1,5
IRL,1932,0,0,2,10
IRL,1948,1,0,0,1
IRL,1952,0,1,0,3
IRL,1956,3,1,1,11
IRL,1960,0,0,0,0
IRL,1964,1,0,0,1
IRL,1968,0,0,0,0
IRL,1972,0,0,0,0
IRL,1976,0,0,0,0
IRL,1980,1,2,0,7
IRL,1984,0,1,0,3
IRL,1988,0,0,0,0
IRL,1992,0,1,1,8
IRL,1996,1,0,3,16
IRL,2000,0,1,0,3
IRL,2004,0,0,0,0
IRL,2008,2,1,0,5
IRL,2012,3,1,1,11
IRL,2016,0,3,0,9
IRQ,1948,0,0,0,0
IRQ,1960,1,0,0,1
IRQ,1964,0,0,0,0
IRQ,1968,0,0,0,0
IRQ,1980,0,0,0,0
IRQ,1984,0,0,0,0
IRQ,1988,0,0,0,0
IRQ,1992,0,0,0,0
IRQ,1996,0,0,0,0
IRQ,2000,0,0,0,0
IRQ,2004,0,0,0,0
IRQ,2008,0,0,0,0
IRQ,2012,0,0,0,0
IRQ,2016,0,0,0,0
ISL,1908,0,0,0,0
ISL,1912,0,0,0,0
ISL,1936,0,0,0,0
ISL,1948,0,0,0,0
ISL,1952,0,0,0,0
ISL,1956,0,1,0,3
ISL,1960,0,0,0,0
ISL,1964,0,0,0,0
ISL,1968,0,0,0,0
ISL,1972,0,0,0,0
ISL,1976,0,0,0,0
ISL,1980,0,0,0,0
ISL,1984,1,0,0,1
ISL,1988,0,0,0,0
ISL,1992,0,0,0,0
ISL,1996,0,0,0,0
ISL,2000,1,0,0,1
ISL,2004,0,0,0,0
ISL,2008,0,14,0,42
ISL,2012,0,0,0,0
ISL,2016,0,0,0,0
ISR,1952,0,0,0,0
ISR,1956,0,0,0,0
ISR,1960,0,0,0,0
ISR,1964,0,0,0,0
ISR,1968,0,0,0,0
ISR,1972,0,0,0,0
ISR,1976,0,0,0,0
ISR,1984,0,0,0,0
ISR,1988,0,0,0,0
ISR,1992,1,1,0,4
ISR,1996,1,0,0,1
ISR,2000,1,0,0,1
ISR,2004,1,0,1,6
ISR,2008,1,0,0,1
ISR,2012,0,0,0,0
ISR,2016,2,0,0,2
ISV,1968,0,0,0,0
ISV,1972,0,0,0,0
ISV,1976,0,0,0,0
ISV,1984,0,0,0,0
ISV,1988,0,1,0,3
ISV,1992,0,0,0,0
ISV,1996,0,0,0,0
ISV,2000,0,0,0,0
ISV,2004,0,0,0,0
ISV,2008,0,0,0,0
ISV,2012,0,0,0,0
ISV,2016,0,0,0,0
ITA,1896,0,0,0,0
ITA,1900,0,2,3,21
ITA,1904,0,0,0,0
ITA,1906,27,8,21,156
ITA,1908,0,6,2,28
ITA,1912,2,1,22,115
ITA,1920,8,9,67,370
ITA,1924,21,5,25,161
ITA,1928,26,22,24,212
ITA,1932,18,38,21,237
ITA,1936,5,34,37,292
ITA,1948,14,32,21,215
ITA,1952,15,22,17,166
ITA,1956,10,11,26,173
ITA,1960,34,18,36,268
ITA,1964,9,28,14,163
ITA,1968,20,8,5,69
ITA,1972,13,3,9,67
ITA,1976,4,25,2,89
ITA,1980,8,21,8,111
ITA,1984,28,6,29,191
ITA,1988,8,10,11,93
ITA,1992,14,10,21,149
ITA,1996,28,24,19,195
ITA,2000,29,14,22,181
ITA,2004,39,41,24,282
ITA,2008,20,14,8,102
ITA,2012,30,22,16,176
ITA,2016,24,40,8,184
IVB,1984,0,0,0,0
IVB,1988,0,0,0,0
IVB,1992,0,0,0,0
IVB,1996,0,0,0,0
IVB,2000,0,0,0,0
IVB,2004,0,0,0,0
IVB,2008,0,0,0,0
IVB,2012,0,0,0,0
IVB,2016,0,0,0,0
JAM,1948,0,2,1,11
JAM,1952,0,3,5,34
JAM,1956,0,0,0,0
JAM,1964,0,0,0,0
JAM,1968,0,1,0,3
JAM,1972,1,0,0,1
JAM,1976,0,1,1,8
JAM,1980,3,0,0,3
JAM,1984,2,5,0,17
JAM,1988,0,7,0,21
JAM,1992,1,3,0,10
JAM,1996,12,3,1,26
JAM,2000,3,20,0,63
JAM,2004,6,1,6,39
JAM,2008,6,3,5,40
JAM,2012,8,9,8,75
JAM,2016,2,17,11,108
JOR,1980,0,0,0,0
JOR,1984,0,0,0,0
JOR,1988,0,0,0,0
JOR,1992,0,0,0,0
JOR,1996,0,0,0,0
JOR,2000,0,0,0,0
JOR,2004,0,0,0,0
JOR,2008,0,0,0,0
JOR,2012,0,0,0,0
JOR,2016,0,0,1,5
JPN,1912,0,0,0,0
JPN,1920,0,3,0,9
JPN,1924,1,0,0,1
JPN,1928,1,6,2,29
JPN,1932,4,17,10,105
JPN,1936,10,4,9,67
JPN,1952,2,9,1,34
JPN,1956,5,15,4,70
JPN,1960,12,10,9,87
JPN,1964,25,5,32,200
JPN,1968,22,25,16,177
JPN,1972,8,19,29,210
JPN,1976,10,6,25,153
JPN,1984,31,8,10,105
JPN,1988,13,3,4,42
JPN,1992,36,8,3,75
JPN,1996,13,26,3,106
JPN,2000,8,31,5,126
JPN,2004,52,20,21,217
JPN,2008,13,15,23,173
JPN,2012,33,44,7,200
JPN,2016,34,13,17,158
KAZ,1996,4,4,3,31
KAZ,2000,0,4,3,27
KAZ,2004,3,4,1,20
KAZ,2008,7,4,2,29
KAZ,2012,5,1,7,43
KAZ,2016,10,5,3,40
KEN,1956,0,0,0,0
KEN,1960,0,0,0,0
KEN,1964,1,0,0,1
KEN,1968,2,7,3,38
KEN,1972,4,3,5,38
KEN,1984,2,0,1,7
KEN,1988,2,2,5,33
KEN,1992,2,4,2,24
KEN,1996,3,4,1,20
KEN,2000,2,3,2,21
KEN,2004,2,4,1,19
KEN,2008,5,4,6,47
KEN,2012,5,4,2,27
KEN,2016,1,6,6,49
KGZ,1996,0,0,0,0
